doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1185/03007995.2011.576238;21524239;general_information;;;Medical Condition of Interest Name;chronic myeloid leukemia in the chronic phase;chronic myeloid leukemia;XXXX;FALSE;BZ;NA;NA
10.1185/03007995.2011.576238;21524239;general_information;;;Countries of first author affiliations;;;usa;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;general_information;;;Countries of last author affiliations;;;usa;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00471497;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;2;Patient-level data used;;;No;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00481247;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Treatment name 1;;;nilotinib;TRUE;BZ;unanchored despite the presence of a potential treatment arm to anchor to;"""As a negative control, the analysis was repeated for the randomized imatinib arms from ENESTnd and DASISION: if the trials were well-balanced after weighting, no average differences in comparably assessed outcomes would be expected between the imatinib arms. ""

""with individual patient values for all matched-on baseline characteristics included as predictors. "" predictors = ????"
10.1185/03007995.2011.576238;21524239;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Treatment name 2;;;dasatinib;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Anchored comparison?;;;No;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);major molecular response;major molecular response by 12 months;major molecular response by 12 months;FALSE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Primary outcome: variable type;;;Binary (eg rates);TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;BZ;;
10.1185/03007995.2011.576238;21524239;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;BZ;;
