doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1186/2162-3619-2-32;24314093;general_information;;;Medical Condition of Interest Name;advanced pancreatic neuroendocrine tumor;advanced pancreatic neuroendocrine tumors;XXXX;FALSE;BZ;NA;NA
10.1186/2162-3619-2-32;24314093;general_information;;;Countries of first author affiliations;;;usa;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;general_information;;;Countries of last author affiliations;;;canada;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00510068;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;2;Patient-level data used;;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00428597;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Treatment name 1;;;everolimus;TRUE;BZ;Sample sizes after exclusion for each arms not reported for radiant trial, so reporting the sample size before exclusion;"""In the present study, a matching-adjusted indirect comparison was used to compare OS between everolimus and sunitinib arms. The placebo arm data were not used due to crossovers in both trials. Individual patients from the everolimus arm in RADIANT-3 were included, and were assigned the same weights previously used to match baseline medians and proportions to A6181111"""
10.1186/2162-3619-2-32;24314093;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Treatment name 2;sunitinb;sunitinib;sunitinib;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Anchored comparison?;;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;overall survival;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Primary outcome: variable type;;;Time-to-event;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Treatment name 1;everolimus;;everolimus;FALSE;BZ;Sample sizes after exclusion for each arms not reported for everolimus versus placebo, so reporting the sample size before exclusion;NA
10.1186/2162-3619-2-32;24314093;methodology;2;;Study 'number(s)' for treatment 1;1;;1;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Treatment name 2;placebo;;placebo;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Study 'number(s)' for treatment 2;2;;2;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Type of population-adjusted indirect comparisons performed;MAIC;;MAIC;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Anchored comparison?;No;;No;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Form of the indirect comparison;Simple (ie treatments effects extracted from two studies);;Simple (ie treatments effects extracted from two studies);FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Definition of a single primary outcome for the indirect comparison;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);overall survival;;overall survival;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Primary outcome: variable type;Time-to-event;;Time-to-event;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Justification for selecting variables to be included in the adjustment model (in the main text);Nothing mentioned, not reported;;Nothing mentioned, not reported;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Inclusion of prognostic factors in the adjustment/matching model;No discussion (in the main text) of the status of prognostic factors of the variables;;No discussion (in the main text) of the status of prognostic factors of the variables;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Inclusion of treatment-effect modifiers in the adjustment/matching model;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);No;;No;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;2;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);No;;No;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Treatment name 1;;;everolimus;TRUE;BZ;Sample sizes after exclusion for each arms not reported for everolimus versus placebo, so reporting the sample size before exclusion;Initial sample size IPD (Everolimus + Placebo) = 394
10.1186/2162-3619-2-32;24314093;methodology;3;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Treatment name 2;;;sunitinib;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Anchored comparison?;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;progression-free survival;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Primary outcome: variable type;;;Time-to-event;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;methodology;3;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;86;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Number of covariates adjusted for/matched on;;;8;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Primary outcome: treatment effect contrast;;;HR;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Primary outcome: unadjusted treatment effect;;;0.69;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY]);;;0.087;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Primary outcome: adjusted treatment effect;;;0.81;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";;;0.383;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;1;;Initial sample size of the population of interest in the IPD treatment arm;207;207;NA;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Sample size of the population of interest in the non IPD treatment arm;85;;85;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Initial sample size of the population of interest in the IPD treatment arm;207;;NA;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Reporting of a weights' distribution evaluation (MAIC);Not mentioned;;Not mentioned;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Reporting of the list of the covariates adjusted for/matched on;Yes;;Yes;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Number of covariates adjusted for/matched on;8;;8;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Covariates adjusted for/matched on in the indirect comparison;Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest;;Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Primary outcome: treatment effect contrast;HR;;HR;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Direction of the treatment effect contrast: IPD treatment is:;Numerator if ratio, or left side if difference;;Numerator if ratio, or left side if difference;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Primary outcome: unadjusted treatment effect;0.53;;0.53;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY]);0.002;;0.002;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;Primary outcome: adjusted treatment effect;0.61;;0.61;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;2;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";0.042;;0.042;FALSE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Sample size of the population of interest in the non IPD treatment arm;;;86;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm;;;85;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Number of covariates adjusted for/matched on;;;8;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Primary outcome: treatment effect contrast;;;HR;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Primary outcome: unadjusted treatment effect;;;0.9;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY]);;;0.695;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Primary outcome: adjusted treatment effect;;;0.84;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";;;0.578;TRUE;BZ;;
10.1186/2162-3619-2-32;24314093;results;3;;Initial sample size of the population of interest in the IPD treatment arm;207;207;NA;FALSE;BZ;;
