doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1634/theoncologist.2017-0103;29192016;general_information;;;Medical Condition of Interest Name;relapsed/refractory multiple myeloma;multiple myeloma;XXXX;FALSE;BZ;NA;NA
10.1634/theoncologist.2017-0103;29192016;general_information;;;Countries of first author affiliations;;;belgium;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;general_information;;;Countries of last author affiliations;;;spain;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00574288;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;1;Phase of the clinical trial (clinical trial only);;;2;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;1;Number of treatment arms (clinical trial only);;;1;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;2;Patient-level data used;;;Yes;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.1634/theoncologist.2017-0103;29192016;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01985126;TRUE;BZ;;
