doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1155/2017/6121760;28607774;general_information;;;Medical Condition of Interest Name;basal cell carcinoma;advanced basal cell carcinoma;XXXX;FALSE;BZ;NA;NA
10.1155/2017/6121760;28607774;general_information;;;Countries of first author affiliations;;;usa;TRUE;BZ;;
10.1155/2017/6121760;28607774;general_information;;;Countries of last author affiliations;;;usa;TRUE;BZ;;
10.1155/2017/6121760;28607774;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;BZ;;
10.1155/2017/6121760;28607774;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.1155/2017/6121760;28607774;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01327053;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;1;Phase of the clinical trial (clinical trial only);;;2;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;1;Number of treatment arms (clinical trial only);1;2 or more;XXXX;FALSE;BZ;;
10.1155/2017/6121760;28607774;study_information;;2;Patient-level data used;;;No;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00833417;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;2;Phase of the clinical trial (clinical trial only);;;2;TRUE;BZ;;
10.1155/2017/6121760;28607774;study_information;;2;Number of treatment arms (clinical trial only);;;1;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Treatment name 1;;;sonidegib;TRUE;BZ;Doesn't report contrast effect, simply unadjusted and adjusted outcomes (+ CI);"""The indirect comparison is not anchored to a common comparator (because the available data are based on two single arms of noncomparative trials), and therefore relative effects (e.g., relative risks and hazard ratios) cannot be examined."""
10.1155/2017/6121760;28607774;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Treatment name 2;;;vismodegib;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Anchored comparison?;;;No;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);overall response rate;objective response rate;objective response rate;FALSE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Primary outcome: variable type;Time-to-event;Binary (eg rates);Binary (eg rates);FALSE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose);TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;No;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;FALSE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;BZ;;
10.1155/2017/6121760;28607774;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;63;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Initial sample size of the population of interest in the IPD treatment arm;;;66;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Yes, mentions that the weights distribution has been studied, but weights distribution not reported;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Number of covariates adjusted for/matched on;;;2;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Past treatments for the disease of interest;TRUE;BZ;;
10.1155/2017/6121760;28607774;results;1;;Primary outcome: treatment effect contrast;;Relative effects (e.g., relative risks and hazard ratios) has not been examined.;NA;FALSE;BZ;;
