doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Medical Condition of Interest Name;NA;NA;type 2 diabetes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Countries of first author affiliations;NA;NA;usa;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Countries of last author affiliations;NA;NA;usa;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Positions of study investigators (for any authors of the article, any that applies);Academic, Pharmaceutical Industry, Private Data Analysis Company;Academic, Pharmaceutical Industry;XXXX;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;Yes;Not mentioned;XXXX;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Mentioned sources of funding;NA;NA;Pharmaceutical Industry;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;general_information;NA;NA;Mention of a systematic review to find the studies to compare treatments of interest;NA;NA;No;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;1;Patient-level data used;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;1;Clinical Trial;Yes;No;XXXX;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;1;NCT (only for clinical trial registered on clinicaltrials.gov);NA;NA;NCT03989232;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;1;Country where the clinical trial/observational study was conducted (international if more than one);NA;NA;international;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;1;Phase of the clinical trial (clinical trial only);NA;NA;3;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;1;Number of treatment arms (clinical trial only);NA;NA;2 or more;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;3;Patient-level data used;Yes;No;XXXX;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;3;Clinical Trial;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;3;NCT (only for clinical trial registered on clinicaltrials.gov);NA;NA;NCT03495102;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;3;Country where the clinical trial/observational study was conducted (international if more than one);NA;NA;international;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;3;Phase of the clinical trial (clinical trial only);NA;NA;3;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;study_information;NA;3;Number of treatment arms (clinical trial only);NA;NA;2 or more;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Treatment name 1;semaglutide 2.0 mg;semaglutide 2.0 m;semaglutide 2.0 mg;FALSE;BZ;"Multi-level meta regression 
Talk about the possibility to adjust for different populations, but how is that possible without IPD ? Should look into the methodology of ML-NMR
Not clear how to decide the sample size of the anchor arms";Sensitivity analysis 1 = Unadjusted comparison
10.1210/clinem/dgab905;34922383;methodology;1;NA;Study 'number(s)' for treatment 1;NA;NA;1;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Treatment name 2;dulaglutide 3.0;dulaglutide 3.0 mg;dulaglutide 3.0 mg;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Study 'number(s)' for treatment 2;NA;NA;3;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Type of population-adjusted indirect comparisons performed;Multilevel network meta-regression;Multilevel Network Meta-regression;Multilevel network meta-regression;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Anchored comparison?;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Form of the indirect comparison;NA;NA;Larger network (ie involving more than 2 studies);TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Definition of a single primary outcome for the indirect comparison;NA;NA;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);change in baseline hba1c;change from baseline in hba1c;change from baseline in hba1c;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Primary outcome: variable type;NA;NA;Continuous (count, mean, ...);TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Justification for selecting variables to be included in the adjustment model (in the main text);NA;NA;Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose);TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Inclusion of prognostic factors in the adjustment/matching model;NA;NA;No;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Inclusion of treatment-effect modifiers in the adjustment/matching model;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);NA;NA;No;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;1;NA;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);NA;No;No;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Treatment name 1;semaglutide 2.0mg;semaglutide 2.0 mg;semaglutide 2.0 mg;FALSE;BZ;NA;Sensitivity analysis 1 = Unajusted comparison
10.1210/clinem/dgab905;34922383;methodology;2;NA;Study 'number(s)' for treatment 1;NA;NA;1;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Treatment name 2;NA;NA;dulaglutide 4.5 mg;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Study 'number(s)' for treatment 2;NA;NA;3;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Type of population-adjusted indirect comparisons performed;Multilevel network meta-regression;Multilevel Network Meta-regression;Multilevel network meta-regression;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Anchored comparison?;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Form of the indirect comparison;NA;NA;Larger network (ie involving more than 2 studies);TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Definition of a single primary outcome for the indirect comparison;NA;NA;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);change in baseline hba1c;change from baseline in body weight;change from baseline in hba1c;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Primary outcome: variable type;NA;NA;Continuous (count, mean, ...);TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Justification for selecting variables to be included in the adjustment model (in the main text);NA;NA;Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose);TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Inclusion of prognostic factors in the adjustment/matching model;NA;NA;No;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Inclusion of treatment-effect modifiers in the adjustment/matching model;NA;NA;Yes;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);NA;NA;No;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;methodology;2;NA;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);NA;No;No;FALSE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;results;1;NA;Sample size of the population of interest in the non IPD treatment arm;NA;NA;616;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;results;1;NA;If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm;NA;NA;612;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;results;1;NA;Initial sample size of the population of interest in the IPD treatment arm;NA;NA;480;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;results;1;NA;"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";NA;NA;480;TRUE;BZ;NA;NA
10.1210/clinem/dgab905;34922383;results;1;NA;If anchored comparison, initial sample size of the population of interest in the IPD anchor arm;NA;NA;481;TRUE;BZ;NA;NA
