doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1080/09546634.2020.1747592;32299269;general_information;;;Medical Condition of Interest Name;;;moderate-to-severe plaque psoriasis;TRUE;NA;NA
10.1080/09546634.2020.1747592;32299269;general_information;;;Countries of first author affiliations;;;usa;TRUE;;
10.1080/09546634.2020.1747592;32299269;general_information;;;Countries of last author affiliations;;;germany;TRUE;;
10.1080/09546634.2020.1747592;32299269;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry;TRUE;;
10.1080/09546634.2020.1747592;32299269;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;Yes;Not mentioned;XXXX;FALSE;;
10.1080/09546634.2020.1747592;32299269;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1080/09546634.2020.1747592;32299269;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);NCT01474512;NCT01646177;NCT01646177;FALSE;;
10.1080/09546634.2020.1747592;32299269;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;2;Patient-level data used;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01597245;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;3;Patient-level data used;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;3;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01646177;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;3;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;4;Patient-level data used;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;4;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02561806;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;4;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;4;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;5;Patient-level data used;;;No;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;5;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;5;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02207244;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;5;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;5;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;5;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;6;Patient-level data used;;;No;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;6;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;6;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01722331;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;6;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;6;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;7;Patient-level data used;;;No;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;7;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;7;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01729754;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;7;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;7;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;8;Patient-level data used;;;No;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;8;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;8;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02684370;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;8;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;8;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;9;Patient-level data used;;;No;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;9;Clinical Trial;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;9;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02684357;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;9;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/09546634.2020.1747592;32299269;study_information;;9;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1080/09546634.2020.1747592;32299269;methodology;1;;Treatment name 1;;;ixekizumab;TRUE;"Using PASI 75 at week 12 
NCT provided in the article are not correct (seems like copy pasting error), the corrected ones are the one from the form
   N non IPD  927
	IPD 1952 
	ESS 1565";"It seems the authors got the NCTs wrong for UNCOVER-1/2/3 :
UNCOVER-1 : NCT01597245 (NCT01474512 ???)
UNCOVER-2 : NCT01646177 (NCT01597245 ???)
UNCOVER-3 : NCT01646177 (NCT01646177 ???)   Overall matching.

Results for matching per treatment arm separately : 7.5 (1.4,
13.6)  p < 0.05

Weight = other covariates

Sample size non IPD (Guselkumab + placebo arms) = 503
Initial sample size IPD (ixekizumab + placebo arms) = 1952
ESS IPD (ixekizumab + placebo arms) = 1717
""Our analyses were not head-to-head comparisons between ixekizumab and the IL-23 p19 inhibitors, and the same limitations associated with all MAIC apply, including the assumptions that treatment effects are population dependent and that all treatment effect modifiers and prognostic factors were taken into account "" ==> Which means they used prognosis factors for weighting"
10.1080/09546634.2020.1747592;32299269;methodology;1;;Study 'number(s)' for treatment 1;;;"1;2;3";TRUE;;
10.1080/09546634.2020.1747592;32299269;methodology;1;;Treatment name 2;;;guselkumab;TRUE;;
10.1080/09546634.2020.1747592;32299269;methodology;1;;Study 'number(s)' for treatment 2;;;5;TRUE;;
10.1080/09546634.2020.1747592;32299269;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1080/09546634.2020.1747592;32299269;methodology;1;;Anchored comparison?;;;Yes;TRUE;;
10.1080/09546634.2020.1747592;32299269;methodology;1;;Form of the indirect comparison;;;Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate);TRUE;;
