doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1007/s12325-021-01853-0;34368918;general_information;;;Medical Condition of Interest Name;;;severe haemophilia a;TRUE;NA;NA
10.1007/s12325-021-01853-0;34368918;general_information;;;Countries of first author affiliations;;;spain;TRUE;;
10.1007/s12325-021-01853-0;34368918;general_information;;;Countries of last author affiliations;;;portugal;TRUE;;
10.1007/s12325-021-01853-0;34368918;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;;
10.1007/s12325-021-01853-0;34368918;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1007/s12325-021-01853-0;34368918;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01486927;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;1;Phase of the clinical trial (clinical trial only);2, 3;1, 3;XXXX;FALSE;;
10.1007/s12325-021-01853-0;34368918;study_information;;1;Number of treatment arms (clinical trial only);2 or more;1;XXXX;FALSE;;
10.1007/s12325-021-01853-0;34368918;study_information;;2;Patient-level data used;;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;2;Data source name (only if observational study or clinical trial without NCT);;;rahf-pfm-2004 - part 2 10.1111/j.1365-2516.2004.00932.x;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;2;Number of treatment arms (clinical trial only);2 or more;1;XXXX;FALSE;;
10.1007/s12325-021-01853-0;34368918;study_information;;3;Patient-level data used;;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;3;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00243386;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;3;Phase of the clinical trial (clinical trial only);4;;XXXX;FALSE;;
10.1007/s12325-021-01853-0;34368918;study_information;;3;Number of treatment arms (clinical trial only);1;2 or more;XXXX;FALSE;;
10.1007/s12325-021-01853-0;34368918;study_information;;4;Patient-level data used;;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;4;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);NCT02172950;NCT01181128;NCT01181128;FALSE;;
10.1007/s12325-021-01853-0;34368918;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;4;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1007/s12325-021-01853-0;34368918;study_information;;4;Number of treatment arms (clinical trial only);1;2 or more;XXXX;FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Treatment name 1;rviii-singlechain lonoctocog alfa;rviii-singlechain;rviii-singlechain;FALSE;"test hypothesis appears to be for equivalence, but test for superiority and don't find any difference, and then conclude to equivalence
don't even mention the fact that the MAIC is unanchored, and that there are very different assumptions. Don't talk about prognostic factors and ttt effect modifiers. just baseline characteristics
Characteristics adjusted for not very obvious, but seems to be all baseline characteristics available in both studies for each ITC. Seem like they also included characteristics that were already balanced initially.";"L'essai rAHF-PFM-2012 : Phase 4
Covariates from table 1"
10.1007/s12325-021-01853-0;34368918;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Treatment name 2;rahf-pfm octocog alfa;rahf-pfm;rahf-pfm;FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Anchored comparison?;;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);mean annualized bleeding rates;annualized bleeding rate (abr),;annualized bleeding rate (abr),;FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Primary outcome: variable type;;;Binary (eg rates);TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Treatment name 1;rviii-singlechain lonoctocog alfa;rviii-singlechain;rviii-singlechain;FALSE;NA;"Outcome : mean square root transformed ABR
Covariates from table 2"
10.1007/s12325-021-01853-0;34368918;methodology;2;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Treatment name 2;rahf-pfm octocog alf;rahf-pfm;rahf-pfm;FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Study 'number(s)' for treatment 2;;;3;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Anchored comparison?;;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);mean annualized bleeding rates;annualized bleeding rate (abr);annualized bleeding rate (abr);FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Primary outcome: variable type;;;Binary (eg rates);TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;2;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Treatment name 1;rviii-singlechain lonoctocog alfa;rviii-singlechain;rviii-singlechain;FALSE;NA;"Covariates from table 3
Region and weight = others"
10.1007/s12325-021-01853-0;34368918;methodology;3;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Treatment name 2;rfviiifc (efmoroctocog alfa);rfviiifc;rfviiifc;FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Study 'number(s)' for treatment 2;;;4;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Anchored comparison?;;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);mean annualized bleeding rates;annualized bleeding rate (abr);annualized bleeding rate (abr);FALSE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Primary outcome: variable type;;;Binary (eg rates);TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;methodology;3;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;111;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Initial sample size of the population of interest in the IPD treatment arm;;;146;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";25.01;25.1;25.1;FALSE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Number of covariates adjusted for/matched on;;;4;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Race/ethnicity, Other(s);TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Primary outcome: treatment effect contrast;;;RR;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Primary outcome: unadjusted treatment effect;;;0.55;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY]);;;"[0.17;3.12]";TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;Primary outcome: adjusted treatment effect;;;0.74;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"[0.16;3.48]";0.7;"[0.16;3.48]";FALSE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Sample size of the population of interest in the non IPD treatment arm;;;32;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Initial sample size of the population of interest in the IPD treatment arm;;;146;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";;;79;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Reporting of the list of the covariates adjusted for/matched on;Yes;No;Yes;FALSE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Number of covariates adjusted for/matched on;;;2;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Race/ethnicity;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Primary outcome: treatment effect contrast;;;RR;TRUE;;
10.1007/s12325-021-01853-0;34368918;results;2;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;;
