doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1007/s12325-021-01700-2;33822328;general_information;;;Medical Condition of Interest Name;;;hepatocellular carcinoma;TRUE;NA;NA
10.1007/s12325-021-01700-2;33822328;general_information;;;Countries of first author affiliations;;;germany;TRUE;;
10.1007/s12325-021-01700-2;33822328;general_information;;;Countries of last author affiliations;;;germany;TRUE;;
10.1007/s12325-021-01700-2;33822328;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;;
10.1007/s12325-021-01700-2;33822328;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1007/s12325-021-01700-2;33822328;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01908426;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;2;Patient-level data used;;;No;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02435433;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1007/s12325-021-01700-2;33822328;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Treatment name 1;;;cabozantinib;TRUE;NA;"Mediane OS Carbozantinib = 10.6 (IC : 9.5; 17.3)
Mediane OS Ramicurimab = 8.7 (IC : 7.3; 10.8)
Median difference = 1.9
P-value Log-rank = 0.104"
10.1007/s12325-021-01700-2;33822328;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Treatment name 2;;;ramucirumab;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Anchored comparison?;;;No;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);median overall survival;overall survival;overall survival;FALSE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Primary outcome: variable type;Continuous (count, mean, ...);Time-to-event;Time-to-event;FALSE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion);TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;No;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;;
10.1007/s12325-021-01700-2;33822328;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);Yes;No;Yes;FALSE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;197;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Initial sample size of the population of interest in the IPD treatment arm;;;114;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";;;63;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Number of covariates adjusted for/matched on;;;9;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest;TRUE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Primary outcome: treatment effect contrast;Median difference;Pas de Hazard Ratio calculé, uniquement test du log-rank;Median difference;FALSE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Direction of the treatment effect contrast: IPD treatment is:;Numerator if ratio, or left side if difference;;Numerator if ratio, or left side if difference;FALSE;;
10.1007/s12325-021-01700-2;33822328;results;1;;Primary outcome: adjusted treatment effect;1.9;;1.9;FALSE;;
10.1007/s12325-021-01700-2;33822328;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";;;0.104;TRUE;;
