doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1177/1756286420975916;33488773;general_information;;;Medical Condition of Interest Name;relapsing multiple sclerosis;relapsing forms of multiple sclerosis,;XXXX;FALSE;NA;NA
10.1177/1756286420975916;33488773;general_information;;;Countries of first author affiliations;;;usa;TRUE;;
10.1177/1756286420975916;33488773;general_information;;;Countries of last author affiliations;;;usa;TRUE;;
10.1177/1756286420975916;33488773;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry;TRUE;;
10.1177/1756286420975916;33488773;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Not mentioned;TRUE;;
10.1177/1756286420975916;33488773;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1177/1756286420975916;33488773;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1177/1756286420975916;33488773;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.1177/1756286420975916;33488773;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1177/1756286420975916;33488773;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1177/1756286420975916;33488773;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00906399;TRUE;;
10.1177/1756286420975916;33488773;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1177/1756286420975916;33488773;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1177/1756286420975916;33488773;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1177/1756286420975916;33488773;study_information;;2;Patient-level data used;;;No;TRUE;;
10.1177/1756286420975916;33488773;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1177/1756286420975916;33488773;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01067521;TRUE;;
10.1177/1756286420975916;33488773;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1177/1756286420975916;33488773;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1177/1756286420975916;33488773;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1177/1756286420975916;33488773;methodology;1;;Treatment name 1;;;peginterferon beta-1a;TRUE;NA;"ARR difference = -0.04 (Have not been calculated by the authors)

ARR = rate OR continuous ???"
10.1177/1756286420975916;33488773;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1177/1756286420975916;33488773;methodology;1;;Treatment name 2;;;glatiramer acetate;TRUE;;
10.1177/1756286420975916;33488773;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;;
