doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.2217/fon-2021-1102;35232230;general_information;;;Medical Condition of Interest Name;;;ros1-positive non-small-cell lung cancer;TRUE;NA;NA
10.2217/fon-2021-1102;35232230;general_information;;;Countries of first author affiliations;;;usa;TRUE;;
10.2217/fon-2021-1102;35232230;general_information;;;Countries of last author affiliations;;;usa;TRUE;;
10.2217/fon-2021-1102;35232230;general_information;;;Positions of study investigators (for any authors of the article, any that applies);Academic, Private Data Analysis Company, Pharmaceutical Industry;Academic, Pharmaceutical Industry, Private Data Analysis Company;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.2217/fon-2021-1102;35232230;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00585195;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;1;Phase of the clinical trial (clinical trial only);;;1;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;1;Number of treatment arms (clinical trial only);;;1;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;2;Patient-level data used;;;No;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;2;EudraCT (only for clinical trials registered on clinicaltrialsregister.eu;;;2012-000148-88;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);international;italy;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;2;Phase of the clinical trial (clinical trial only);;;1;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;2;Number of treatment arms (clinical trial only);;;1;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;3;Patient-level data used;No;Yes;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;3;Clinical Trial;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02097810;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;3;Phase of the clinical trial (clinical trial only);1, 2;1;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;3;Number of treatment arms (clinical trial only);;;1;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;4;Patient-level data used;;;No;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;4;Clinical Trial;;;Yes;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);NCT02568267;;NCT02568267;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;4;Phase of the clinical trial (clinical trial only);;;2;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;4;Number of treatment arms (clinical trial only);;;1;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;5;Patient-level data used;;No;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;5;Clinical Trial;;No;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;5;Data source name (only if observational study or clinical trial without NCT);;flatiron health;flatiron health;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;5;Country where the clinical trial/observational study was conducted (international if more than one);;usa;XXXX;FALSE;;
10.2217/fon-2021-1102;35232230;study_information;;6;Patient-level data used;;;No;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;6;Clinical Trial;;;No;TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;6;Data source name (only if observational study or clinical trial without NCT);;;ontada (oncology insights & technology);TRUE;;
10.2217/fon-2021-1102;35232230;study_information;;6;Country where the clinical trial/observational study was conducted (international if more than one);;;usa;TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Treatment name 1;;;crizotinib;TRUE;"Do an intersting secondary STC of clinical trials versus real world data

Ongoing clinical trial not published yet doing the same comparison as they do, so could be interesting to look at the actual result of this trial

Adding questions about EudraCT

Evaluates the imbalance in known prognostic factors and effect modifiers

Question about the distinction of prognostic factors and effect modifiers

Maybe reformulate in: 
        - Status of prognostic factors/effect modifiers
        - 

Reformulate 'study number' to 'study numbers'?

New questions to add: 
**
Justification for the need of a population adjusted indirect comparison: 
        - Presence of imbalance in effect modifiers between studies?
**

        - Mention imbalance in effect modifiers to justify population adjusted comparison
        - List the effect modifiers used to adjust the analysis
        - List the prognostic factors used to adjust the analysis


";Smoking status = other
10.2217/fon-2021-1102;35232230;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Treatment name 2;;;entrectinib;TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Study 'number(s)' for treatment 2;;;"2;3;4";TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Type of population-adjusted indirect comparisons performed;;;STC;TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Anchored comparison?;;;No;TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Form of the indirect comparison;;;Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate);TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);overall response rate;objective response rate (orr);objective response rate (orr);FALSE;;
10.2217/fon-2021-1102;35232230;methodology;1;;Primary outcome: variable type;;;Binary (eg rates);TRUE;;
