doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1080/03007995.2021.1947216;34236007;general_information;;;Medical Condition of Interest Name;;;spinal muscular atrophy type 1;TRUE;NA;NA
10.1080/03007995.2021.1947216;34236007;general_information;;;Countries of first author affiliations;switzerland;switzeland;XXXX;FALSE;;
10.1080/03007995.2021.1947216;34236007;general_information;;;Countries of last author affiliations;;;usa;TRUE;;
10.1080/03007995.2021.1947216;34236007;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;;
10.1080/03007995.2021.1947216;34236007;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1080/03007995.2021.1947216;34236007;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02122952;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;usa;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;1;Phase of the clinical trial (clinical trial only);;;1;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;1;Number of treatment arms (clinical trial only);1;2 or more;XXXX;FALSE;;
10.1080/03007995.2021.1947216;34236007;study_information;;2;Patient-level data used;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT03306277;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;usa;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;2;Number of treatment arms (clinical trial only);;;1;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;3;Patient-level data used;;;No;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;3;Clinical Trial;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);NCT02594124;;NCT02594124;FALSE;;
10.1080/03007995.2021.1947216;34236007;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);usa;international;XXXX;FALSE;;
10.1080/03007995.2021.1947216;34236007;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1080/03007995.2021.1947216;34236007;study_information;;3;Number of treatment arms (clinical trial only);;;1;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Treatment name 1;;;onasemnogene abeparvovec;TRUE;"Discard nonIPD data for one of the trial identified by the literature, without any explanation about it (ENDEAR NCT02193074 ): only uses it to conduct ITC, but not the MAIC
Seems like there are only 2 events in the IPD trial, but still significant";NA
10.1080/03007995.2021.1947216;34236007;methodology;1;;Study 'number(s)' for treatment 1;;;"1;2";TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Treatment name 2;;;nusinersen;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Study 'number(s)' for treatment 2;;;3;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Anchored comparison?;;;No;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Form of the indirect comparison;;;Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate);TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;event-free survival;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Primary outcome: variable type;;;Time-to-event;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion);A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion);A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion);FALSE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);No;Yes;Yes;FALSE;;
10.1080/03007995.2021.1947216;34236007;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;81;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Initial sample size of the population of interest in the IPD treatment arm;;;34;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";24.6;24,6;24.6;FALSE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Number of covariates adjusted for/matched on;;;2;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease);TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Primary outcome: treatment effect contrast;;;HR;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;;
10.1080/03007995.2021.1947216;34236007;results;1;;Primary outcome: adjusted treatment effect;0.19;0,19;0.19;FALSE;;
10.1080/03007995.2021.1947216;34236007;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";;;"[0.07;0.54]";TRUE;;
