doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Medical Condition of Interest Name;NA;NA;psoriatic arthritis;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Countries of first author affiliations;NA;NA;usa;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Countries of last author affiliations;NA;NA;uk;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Positions of study investigators (for any authors of the article, any that applies);NA;NA;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Mentioned sources of funding;NA;NA;Pharmaceutical Industry;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;general_information;NA;NA;Mention of a systematic review to find the studies to compare treatments of interest;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;1;Patient-level data used;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;1;Clinical Trial;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;1;NCT (only for clinical trial registered on clinicaltrials.gov);NA;NA;NCT01752634;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;1;Country where the clinical trial/observational study was conducted (international if more than one);NA;NA;international;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;1;Phase of the clinical trial (clinical trial only);NA;NA;3;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;1;Number of treatment arms (clinical trial only);NA;NA;2 or more;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;2;Patient-level data used;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;2;Clinical Trial;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;2;NCT (only for clinical trial registered on clinicaltrials.gov);NA;NA;NCT01989468;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;2;Country where the clinical trial/observational study was conducted (international if more than one);NA;NA;international;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;2;Phase of the clinical trial (clinical trial only);NA;NA;3;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;2;Number of treatment arms (clinical trial only);NA;NA;2 or more;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;3;Patient-level data used;NA;NA;No;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;3;Clinical Trial;NA;NA;Yes;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;3;NCT (only for clinical trial registered on clinicaltrials.gov);NA;NA;NCT00051623;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;3;Phase of the clinical trial (clinical trial only);NA;NA;3;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;3;Number of treatment arms (clinical trial only);NA;NA;2 or more;TRUE;NA;NA
10.2217/cer-2018-0141;30806520;study_information;NA;3;Country where the clinical trial/observational study was conducted (international if more than one);unknown;NA;XXXX;FALSE;NA;NA
