doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Medical Condition of Interest Name;;;psoriatic arthritis;TRUE;NA;NA
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Countries of first author affiliations;;;usa;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Countries of last author affiliations;;;uk;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01752634;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;2;Patient-level data used;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01989468;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;3;Patient-level data used;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;3;Clinical Trial;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02404350;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;3;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;4;Patient-level data used;;;No;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;4;Clinical Trial;;;Yes;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00317499;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;4;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;4;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);unknown;;XXXX;FALSE;;
10.5152/eurjrheum.2019.19057;31364979;methodology;1;;Treatment name 1;;;secukinumab 150 mg;TRUE;Attempt to evaluate the remaining bias as per NICE recommendations;"Secukinumab 150 mg
Placebo-adjusted analysis at week 12

weight = Other covariate"
10.5152/eurjrheum.2019.19057;31364979;methodology;1;;Study 'number(s)' for treatment 1;;;"1;2;3";TRUE;;
10.5152/eurjrheum.2019.19057;31364979;methodology;1;;Treatment name 2;;;etanercept;TRUE;;
10.5152/eurjrheum.2019.19057;31364979;methodology;1;;Study 'number(s)' for treatment 2;;;4;TRUE;;
