doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.2217/cer-2019-0169;31948278;general_information;;;Medical Condition of Interest Name;;;relapsing multiple sclerosis;TRUE;NA;NA
10.2217/cer-2019-0169;31948278;general_information;;;Countries of first author affiliations;;;usa;TRUE;;
10.2217/cer-2019-0169;31948278;general_information;;;Countries of last author affiliations;;;usa;TRUE;;
10.2217/cer-2019-0169;31948278;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;;
10.2217/cer-2019-0169;31948278;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.2217/cer-2019-0169;31948278;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02047734;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;2;Patient-level data used;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02294058;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;3;Patient-level data used;;;No;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;3;Clinical Trial;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00340834;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;3;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;4;Patient-level data used;;;No;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;4;Clinical Trial;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00289978;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;4;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;4;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;5;Patient-level data used;;;No;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;5;Clinical Trial;;;Yes;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;5;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00355134;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;5;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;5;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.2217/cer-2019-0169;31948278;study_information;;5;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Treatment name 1;;;ozanimod;TRUE;"Say that: ""Of note, the directions and magnitudes of differences in outcomes were generally consistent both before and after matching, indicating that the trial findings were robust to the adjustment for multiple patient characteristics"": a potential general reason explaining the fact that usually no differences are found between adjusted and unadjusted results";First-dose cardiac monitoring outcomes.
10.2217/cer-2019-0169;31948278;methodology;1;;Study 'number(s)' for treatment 1;;;"1;2";TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Treatment name 2;;;fingolimod;TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Study 'number(s)' for treatment 2;;;"3;4;5";TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Anchored comparison?;;;No;TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Form of the indirect comparison;;;Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate);TRUE;;
10.2217/cer-2019-0169;31948278;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;;
