doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.2217/cer-2021-0221;34751591;general_information;;;Medical Condition of Interest Name;;;hr+/her2- advanced breast cancer;TRUE;NA;NA
10.2217/cer-2021-0221;34751591;general_information;;;Countries of first author affiliations;;;usa;TRUE;;
10.2217/cer-2021-0221;34751591;general_information;;;Countries of last author affiliations;;;canada;TRUE;;
10.2217/cer-2021-0221;34751591;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;;
10.2217/cer-2021-0221;34751591;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;;
10.2217/cer-2021-0221;34751591;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.2217/cer-2021-0221;34751591;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.2217/cer-2021-0221;34751591;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;1;Patient-level data used;Yes;No;XXXX;FALSE;;
10.2217/cer-2021-0221;34751591;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01942135;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;2;Patient-level data used;;;No;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;2;Clinical Trial;Yes;No;XXXX;FALSE;;
10.2217/cer-2021-0221;34751591;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02107703;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.2217/cer-2021-0221;34751591;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
