doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1177/17588359211049639;34616492;general_information;;;Medical Condition of Interest Name;advanced ovarian cancer;newly diagnosed advanced ovarian cancer;XXXX;FALSE;NA;NA
10.1177/17588359211049639;34616492;general_information;;;Countries of first author affiliations;;;uk;TRUE;;
10.1177/17588359211049639;34616492;general_information;;;Countries of last author affiliations;;;uk;TRUE;;
10.1177/17588359211049639;34616492;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry;TRUE;;
10.1177/17588359211049639;34616492;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;Yes;Not mentioned;XXXX;FALSE;;
10.1177/17588359211049639;34616492;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1177/17588359211049639;34616492;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.1177/17588359211049639;34616492;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02477644;TRUE;;
10.1177/17588359211049639;34616492;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1177/17588359211049639;34616492;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1177/17588359211049639;34616492;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1177/17588359211049639;34616492;study_information;;2;Patient-level data used;;;No;TRUE;;
10.1177/17588359211049639;34616492;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02655016;TRUE;;
10.1177/17588359211049639;34616492;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1177/17588359211049639;34616492;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1177/17588359211049639;34616492;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Treatment name 1;bevacizumab + olaparib;olaparib + bevacizumab;olaparib + bevacizumab;FALSE;NA;biomarker-unselected population (ITT population)
10.1177/17588359211049639;34616492;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Treatment name 2;;;niraparib;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Anchored comparison?;;;No;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;progression-free survival;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Primary outcome: variable type;;;Time-to-event;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Status of prognostic factor/treatment effect modified assessed in the IPD dataset;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;;
10.1177/17588359211049639;34616492;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Treatment name 1;niraparib;bevacizumab + placebo;bevacizumab + placebo;FALSE;NA;biomarker-unselected population (ITT population)
10.1177/17588359211049639;34616492;methodology;2;;Study 'number(s)' for treatment 1;2;1;1;FALSE;;
10.1177/17588359211049639;34616492;methodology;2;;Treatment name 2;placebo + bevacizumab;niraparib;niraparib;FALSE;;
10.1177/17588359211049639;34616492;methodology;2;;Study 'number(s)' for treatment 2;1;2;2;FALSE;;
10.1177/17588359211049639;34616492;methodology;2;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Anchored comparison?;;;No;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Definition of a single primary outcome for the indirect comparison;;;Yes;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;progression-free survival;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Primary outcome: variable type;;;Time-to-event;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Status of prognostic factor/treatment effect modified assessed in the IPD dataset;TRUE;;
10.1177/17588359211049639;34616492;methodology;2;;Inclusion of prognostic factors in the adjustment/matching model;;;Yes;TRUE;;
