doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;Notes reviewer 1;Notes reviewer 2
10.1007/s12325-021-01885-6;34797506;general_information;;;Medical Condition of Interest Name;non-metastatic castration-resistant prostate cancer receiving androgen deprivation therapy;non-metastatic castration-resistant prostate cancer;XXXX;FALSE;NA;NA
10.1007/s12325-021-01885-6;34797506;general_information;;;Countries of first author affiliations;;;uk;TRUE;;
10.1007/s12325-021-01885-6;34797506;general_information;;;Countries of last author affiliations;;;germany;TRUE;;
10.1007/s12325-021-01885-6;34797506;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry;TRUE;;
10.1007/s12325-021-01885-6;34797506;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Not mentioned;TRUE;;
10.1007/s12325-021-01885-6;34797506;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;;
10.1007/s12325-021-01885-6;34797506;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;1;Patient-level data used;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;1;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01946204;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;2;Patient-level data used;;;No;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;2;Clinical Trial;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02200614;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;;
10.1007/s12325-021-01885-6;34797506;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Treatment name 1;apalutamide;apalutamide + adt;apalutamide + adt;FALSE;"MAIC within Bayesian framework 
A primary end point reported 
No real discussion of the status of the covariates adjusted for : that could potentially affect the relative treatment effect. So if we are to be nice we would still assume that they included both treatment effect modifiers and prognostic factors
";"N IPD pour les 2 bras = 1150
ESS pour les 2 bras IPD = 455

Region = other"
10.1007/s12325-021-01885-6;34797506;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Treatment name 2;darolutamide;darolutamide + adt;darolutamide + adt;FALSE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Anchored comparison?;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;metastasis-free survival;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Primary outcome: variable type;;;Time-to-event;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;Yes;No discussion (in the main text) of the status of prognostic factors of the variables;No;FALSE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;Yes;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;Yes;FALSE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;;
10.1007/s12325-021-01885-6;34797506;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Number of covariates adjusted for/matched on;;;9;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s);TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Primary outcome: treatment effect contrast;;;HR;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Primary outcome: adjusted treatment effect;;;0.7;TRUE;;
10.1007/s12325-021-01885-6;34797506;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";[0.51.0.98];"[0.51;0.98]";"[0.51;0.98]";FALSE;;
10.1007/s12325-021-01885-6;34797506;results;1;;Sample size of the population of interest in the non IPD treatment arm;;955;955;FALSE;;
10.1007/s12325-021-01885-6;34797506;results;1;;If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm;;554;554;FALSE;;
