doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1080/03007995.2021.1971182;34445916;general_information;;;Medical Condition of Interest Name;;;paroxysmal nocturnal hemoglobinuria;TRUE;BZ;NA;NA
10.1080/03007995.2021.1971182;34445916;general_information;;;Countries of first author affiliations;;;usa;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;general_information;;;Countries of last author affiliations;;;usa;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT03500549;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;2;Patient-level data used;;;No;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT03056040;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Treatment name 1;;;pegcetacoplan;TRUE;BZ;"Adjust for different characteristics depending on endpoints types
Detailed description of the status of baseline characteristics (treatment effect modifiers/prognositc factors)
However, huge differences in anchor arm treatment effect!!
*Incorrect use of outcomes scales when comparing outcomes: mean differences*
No ESS no unadjusted results reported";NA
10.1080/03007995.2021.1971182;34445916;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Treatment name 2;;;ravulizumab;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Anchored comparison?;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);transfusion avoidance;proportion of patients with transfusion avoidance;proportion of patients with transfusion avoidance;FALSE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Primary outcome: variable type;;;Binary (eg rates);TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion);TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;No;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;97;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm;;;98;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Initial sample size of the population of interest in the IPD treatment arm;;;36;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;If anchored comparison, initial sample size of the population of interest in the IPD anchor arm;;;32;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Yes, mentions that the weights distribution has been studied, but weights distribution not reported;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Reporting of the list of the covariates adjusted for/matched on;;;Yes;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Number of covariates adjusted for/matched on;;;5;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Covariates adjusted for/matched on in the indirect comparison;;;Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Primary outcome: treatment effect contrast;Rate difference;Proportions difference;;FALSE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;Primary outcome: adjusted treatment effect;0.714;71.39%;0.714;FALSE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";;;<0.0001;TRUE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";;24;24;FALSE;BZ;;
10.1080/03007995.2021.1971182;34445916;results;1;;"If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm";;12;12;FALSE;BZ;;
