doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.1080/10428194.2021.1913144;33955326;general_information;;;Medical Condition of Interest Name;;;chronic lymphocytic leukemia;TRUE;BZ;NA;NA
10.1080/10428194.2021.1913144;33955326;general_information;;;Countries of first author affiliations;;;usa;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;general_information;;;Countries of last author affiliations;;;uk;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Not mentioned;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02475681;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;2;Patient-level data used;;;No;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01722487;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;3;Patient-level data used;;;No;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;3;Clinical Trial;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02264574;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;3;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;4;Patient-level data used;;;No;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;4;Clinical Trial;;;Yes;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02242942;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;4;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;study_information;;4;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Treatment name 1;acalabrutinib;acalabrutinib + obinutuzumab;acalabrutinib + obinutuzumab;FALSE;BZ;"Show safety outcomes in the abstract first, maybe because there are statistical significant differences between treatment arms, whereas there are none in the efficacy outcomes. But doesn't show safety outcome first ni the body 
The fact that the included variables are prognostic factors is somewhat implied, but doesn't say it explicitely";Creatinine clearance = comorbidity
10.1080/10428194.2021.1913144;33955326;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Treatment name 2;;;ibrutinib;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Anchored comparison?;;;No;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;TRUE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);progression free survival;progression-free survival;progression-free survival;FALSE;BZ;;
10.1080/10428194.2021.1913144;33955326;methodology;1;;Primary outcome: variable type;;;Time-to-event;TRUE;BZ;;
