doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.2147/jbm.s312885;34285621;general_information;;;Medical Condition of Interest Name;;;hemophilia b;TRUE;BZ;NA;NA
10.2147/jbm.s312885;34285621;general_information;;;Countries of first author affiliations;;;sweden;TRUE;BZ;;
10.2147/jbm.s312885;34285621;general_information;;;Countries of last author affiliations;;;germany;TRUE;BZ;;
10.2147/jbm.s312885;34285621;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;BZ;;
10.2147/jbm.s312885;34285621;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.2147/jbm.s312885;34285621;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01027364;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;1;Number of treatment arms (clinical trial only);1;2 or more;XXXX;FALSE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;2;Patient-level data used;;;No;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;2;Clinical Trial;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01496274;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;2;Phase of the clinical trial (clinical trial only);;;2, 3;TRUE;BZ;;
10.2147/jbm.s312885;34285621;study_information;;2;Number of treatment arms (clinical trial only);1;2 or more;XXXX;FALSE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Treatment name 1;prior prophylaxis rfixfc;rfixfc (regimen prior to study entry : prior prophylaxis);prior prophylaxis rfixfc;FALSE;BZ;"Concludes for equivalence when the hypothesis was for superiority
Matches on SD for age and body weights and number of bleeding events
Never mention the notion of treatment effect modifiers/prognostic factors 
Mention of the target population 
";Treatment regimen prior to study entry : prior prophylaxis
10.2147/jbm.s312885;34285621;methodology;1;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Treatment name 2;prior prophylaxis rix-fp;rix-fp;prior prophylaxis rix-fp;FALSE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Anchored comparison?;;;No;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Definition of a single primary outcome for the indirect comparison;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);annualized bleeding rate;annualized bleeding rate (abr);annualized bleeding rate (abr);FALSE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Primary outcome: variable type;;;Continuous (count, mean, ...);TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;No discussion (in the main text) of the status of prognostic factors of the variables;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;;;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);Yes;No;;FALSE;BZ;;
10.2147/jbm.s312885;34285621;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Treatment name 1;prior episodic treatment rfixfc;rfixfc (treatment regimen prior to study entry : prior on-dem +  treatment);prior episodic treatment rfixfc;FALSE;BZ;NA;Treatment regimen prior to study entry : prior on-demand treatment
10.2147/jbm.s312885;34285621;methodology;2;;Study 'number(s)' for treatment 1;;;1;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Treatment name 2;prior episodic treatment rix-fp;rix-fp;prior episodic treatment rix-fp;FALSE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Study 'number(s)' for treatment 2;;;2;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Anchored comparison?;;;No;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Form of the indirect comparison;;;Simple (ie treatments effects extracted from two studies);TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Definition of a single primary outcome for the indirect comparison;;;Yes;TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);annualized bleeding rate;annualized bleeding rate (abr);annualized bleeding rate (abr);FALSE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Primary outcome: variable type;;;Continuous (count, mean, ...);TRUE;BZ;;
10.2147/jbm.s312885;34285621;methodology;2;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Nothing mentioned, not reported;TRUE;BZ;;
