doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.2165/11592490-000000000-00000;21819162;general_information;;;Medical Condition of Interest Name;;;type 2 diabetes mellitus;TRUE;BZ;NA;NA
10.2165/11592490-000000000-00000;21819162;general_information;;;Countries of first author affiliations;;;usa;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;general_information;;;Countries of last author affiliations;;;switzerland;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;1;Patient-level data used;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;1;Clinical Trial;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00368134;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;japan;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;2;Patient-level data used;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;2;Clinical Trial;Yes;No;XXXX;FALSE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00351832;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;japan;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;2;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;3;Patient-level data used;;;No;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;3;Clinical Trial;Yes;No;XXXX;FALSE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00411554;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;japan;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;3;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;4;Patient-level data used;;;No;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;4;Clinical Trial;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00127192;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;japan;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;4;Phase of the clinical trial (clinical trial only);;;2;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;4;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;5;Patient-level data used;;;No;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;5;Clinical Trial;;;Yes;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;5;Country where the clinical trial/observational study was conducted (international if more than one);;;japan;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;5;Phase of the clinical trial (clinical trial only);;;2;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;5;Number of treatment arms (clinical trial only);;;2 or more;TRUE;BZ;;
10.2165/11592490-000000000-00000;21819162;study_information;;5;NCT (only for clinical trial registered on clinicaltrials.gov);NCT00371007;;;FALSE;BZ;;
