doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.2217/imt-2018-0208;30852924;general_information;;;Medical Condition of Interest Name;braf-mutant advanced melanoma;braf-mutant advancedmelanoma;XXXX;FALSE;JL;NA;NA
10.2217/imt-2018-0208;30852924;general_information;;;Countries of first author affiliations;;;usa;TRUE;JL;;
10.2217/imt-2018-0208;30852924;general_information;;;Countries of last author affiliations;;;usa;TRUE;JL;;
10.2217/imt-2018-0208;30852924;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Academic, Pharmaceutical Industry, Private Data Analysis Company;TRUE;JL;;
10.2217/imt-2018-0208;30852924;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;JL;;
10.2217/imt-2018-0208;30852924;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;No;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;1;Patient-level data used;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;1;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01844505;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;1;Phase of the clinical trial (clinical trial only);;;3;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;1;Number of treatment arms (clinical trial only);;;2 or more;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;2;Patient-level data used;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;2;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01927419;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;2;Phase of the clinical trial (clinical trial only);;;2;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;2;Number of treatment arms (clinical trial only);;;2 or more;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;3;Patient-level data used;;;No;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;3;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01584648;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;3;Phase of the clinical trial (clinical trial only);;;3;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;3;Number of treatment arms (clinical trial only);2 or more;;XXXX;FALSE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;4;Patient-level data used;;;No;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;4;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01597908;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;4;Phase of the clinical trial (clinical trial only);;;3;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;4;Number of treatment arms (clinical trial only);;;2 or more;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;5;Patient-level data used;;;No;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;5;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;5;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT01689519;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;5;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;5;Phase of the clinical trial (clinical trial only);;;3;TRUE;JL;;
10.2217/imt-2018-0208;30852924;study_information;;5;Number of treatment arms (clinical trial only);;;2 or more;TRUE;JL;;
10.2217/imt-2018-0208;30852924;methodology;1;;Treatment name 1;;;nivolumab + ipilimumab;TRUE;JL;“To ensure that the increase in uncertainty is reflected in the final relative effectiveness estimates, the index cohort weights were renormalized so they sum to the effective sample size.” (Atkins et al., 2019, p. 619): But no citation provided as to why this allows to carry uncertainty in final estimates.;Accordingly, in this analysis, matching was done on all reported patient characteristics that were determined to beof clinical relevance and predictive of outcomes (statistically assessed ?)
10.2217/imt-2018-0208;30852924;methodology;1;;Study 'number(s)' for treatment 1;;;"1;2";TRUE;JL;;
10.2217/imt-2018-0208;30852924;methodology;1;;Treatment name 2;;;dabrafenib + trametinib;TRUE;JL;;
10.2217/imt-2018-0208;30852924;methodology;1;;Study 'number(s)' for treatment 2;;;"3;4";TRUE;JL;;
10.2217/imt-2018-0208;30852924;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;JL;;
10.2217/imt-2018-0208;30852924;methodology;1;;Anchored comparison?;;;No;TRUE;JL;;
