doi;PMID;section;ITC num;Ind studies num;questions;reviewer 1;reviewer 2;decision;identical;reviewer;Notes reviewer 1;Notes reviewer 2
10.2217/fon-2021-1509;35114819;general_information;;;Medical Condition of Interest Name;;;advanced systemic mastocytosis;TRUE;JL;NA;NA
10.2217/fon-2021-1509;35114819;general_information;;;Countries of first author affiliations;;;uk;TRUE;JL;;
10.2217/fon-2021-1509;35114819;general_information;;;Countries of last author affiliations;;;switzerland;TRUE;JL;;
10.2217/fon-2021-1509;35114819;general_information;;;Positions of study investigators (for any authors of the article, any that applies);;;Pharmaceutical Industry, Private Data Analysis Company;TRUE;JL;;
10.2217/fon-2021-1509;35114819;general_information;;;At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;general_information;;;Mentioned sources of funding;;;Pharmaceutical Industry;TRUE;JL;;
10.2217/fon-2021-1509;35114819;general_information;;;Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;general_information;;;Mention of a systematic review to find the studies to compare treatments of interest;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;1;Patient-level data used;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;1;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;1;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT02561988;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;1;Country where the clinical trial/observational study was conducted (international if more than one);international;usa;XXXX;FALSE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;1;Phase of the clinical trial (clinical trial only);;;1;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;1;Number of treatment arms (clinical trial only);;;1;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;2;Patient-level data used;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;2;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;2;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT03580655;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;2;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;2;Phase of the clinical trial (clinical trial only);;;2;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;2;Number of treatment arms (clinical trial only);;;1;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;3;Patient-level data used;;;No;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;3;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;3;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00782067;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;3;Country where the clinical trial/observational study was conducted (international if more than one);;;international;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;3;Phase of the clinical trial (clinical trial only);;;2;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;3;Number of treatment arms (clinical trial only);;;1;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;4;Patient-level data used;;;No;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;4;Clinical Trial;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;4;NCT (only for clinical trial registered on clinicaltrials.gov);;;NCT00233454;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;4;Country where the clinical trial/observational study was conducted (international if more than one);;;usa;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;4;Phase of the clinical trial (clinical trial only);;;2;TRUE;JL;;
10.2217/fon-2021-1509;35114819;study_information;;4;Number of treatment arms (clinical trial only);;;1;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Treatment name 1;;;avapritinib;TRUE;JL;Effective sample size only available in supplementary materials;"ESS and list of covariates ==> supplementary materials, but I have no access.

""Moreover, because the trials are single-arm trials, it was not possible to identify treatment effect modifiers, as relative treatment effects cannot be evaluated within trial for avapritinib or midostaurin.""  ==> effect-modifiers = No"
10.2217/fon-2021-1509;35114819;methodology;1;;Study 'number(s)' for treatment 1;;;"1;2";TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Treatment name 2;;;midostaurin;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Study 'number(s)' for treatment 2;;;"3;4";TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Type of population-adjusted indirect comparisons performed;;;MAIC;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Anchored comparison?;;;No;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Form of the indirect comparison;Simple (ie treatments effects extracted from two studies);Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate);Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate);FALSE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Definition of a single primary outcome for the indirect comparison;No primary outcome defined, or multiple primary outcomes without any clear distinction between them;Yes;Yes;FALSE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined);;;overall survival;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Primary outcome: variable type;;;Time-to-event;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Justification for selecting variables to be included in the adjustment model (in the main text);;;Status of prognostic factor/treatment effect modified assessed in the IPD dataset;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Inclusion of prognostic factors in the adjustment/matching model;;;Yes;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Inclusion of treatment-effect modifiers in the adjustment/matching model;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;No;No discussion (in the main text) of the status of treatment-effect modifiers of the variables;FALSE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc);;;No;TRUE;JL;;
10.2217/fon-2021-1509;35114819;methodology;1;;Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale);;;No;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Sample size of the population of interest in the non IPD treatment arm;;;115;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Initial sample size of the population of interest in the IPD treatment arm;;;85;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Reporting of a weights' distribution evaluation (MAIC);;;Not mentioned;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Reporting of the list of the covariates adjusted for/matched on;Yes;No;Yes;FALSE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Primary outcome: treatment effect contrast;;;HR;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Direction of the treatment effect contrast: IPD treatment is:;;;Numerator if ratio, or left side if difference;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Primary outcome: unadjusted treatment effect;;;0.54;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY]);;;"[0.32;0.92]";TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Primary outcome: adjusted treatment effect;;;0.44;TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";;;"[0.25;0.76]";TRUE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Number of covariates adjusted for/matched on;3;;3;FALSE;JL;;
10.2217/fon-2021-1509;35114819;results;1;;Covariates adjusted for/matched on in the indirect comparison;Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity;;Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity;FALSE;JL;;
